,Type,Region,MunicipalityCode,Prefecture,DistrictName,NearestStation,TimeToNearestStation,MinTimeToNearestStation,MaxTimeToNearestStation,FloorPlan,Area,AreaIsGreaterFlag,LandShape,Frontage,FrontageIsGreaterFlag,TotalFloorArea,TotalFloorAreaIsGreaterFlag,BuildingYear,PrewarBuilding,Structure,Use,Purpose,Direction,Classification,Breadth,CityPlanning,CoverageRatio,FloorAreaRatio,Year,Quarter
3924,4,3,0,0,1248,142,15,15.0,15.0,20,185,0,2,10.5,0,125.0,0,53,0,17,15,6,7,2,6.5,4,60.0,200.0,8,0
3925,4,3,0,0,425,0,9,9.0,9.0,20,570,0,2,14.5,0,170.0,0,29,0,17,15,1,4,7,7.0,4,60.0,200.0,10,1
3926,4,0,4,0,47,20,4,4.0,4.0,20,180,0,1,4.0,0,190.0,0,33,0,17,98,4,2,2,10.0,6,80.0,400.0,12,3
3927,4,3,0,0,952,3,45,30.0,60.0,20,135,0,2,8.5,0,95.0,0,65,0,1,15,6,2,2,6.5,0,50.0,80.0,4,3
3928,4,3,2,0,276,76,11,11.0,11.0,20,155,0,3,10.5,0,100.0,0,74,0,17,15,1,3,9,3.5,6,80.0,400.0,13,2
3929,4,3,2,0,129,21,75,60.0,90.0,20,430,0,3,26.0,0,80.0,0,59,0,17,15,1,0,2,6.0,0,50.0,60.0,8,1
3930,4,3,25,0,955,71,105,90.0,120.0,20,940,0,1,14.5,0,260.0,0,55,0,6,105,3,3,11,7.5,10,70.0,200.0,12,2
3931,4,3,2,0,993,112,23,23.0,23.0,20,280,0,2,14.5,0,100.0,0,58,0,17,15,1,8,2,5.5,15,60.0,200.0,11,3
3932,4,3,14,0,763,1,6,6.0,6.0,20,135,0,2,8.5,0,75.0,0,76,0,17,110,6,2,11,10.5,2,60.0,200.0,10,2
3933,4,3,0,0,135,65,13,13.0,13.0,20,100,0,2,7.0,0,145.0,0,51,0,17,15,6,0,2,7.0,14,60.0,200.0,3,1
3934,4,3,2,0,586,74,45,30.0,60.0,20,230,0,3,14.0,0,85.0,0,31,0,17,15,1,7,9,6.0,15,60.0,200.0,9,0
3935,4,3,0,0,89,3,9,9.0,9.0,20,290,0,2,10.0,0,280.0,0,39,0,17,76,6,6,2,5.5,5,60.0,200.0,8,0
3936,4,3,0,0,995,121,45,30.0,60.0,20,220,0,3,9.8,0,125.0,0,48,0,17,15,6,2,9,4.5,0,50.0,80.0,4,0
3937,4,3,0,0,1348,27,19,19.0,19.0,20,190,0,2,12.0,0,135.0,0,70,0,1,43,6,5,9,6.5,1,60.0,200.0,9,2
3938,4,3,0,0,1348,27,23,23.0,23.0,20,185,0,1,16.0,0,190.0,0,18,0,17,15,6,8,2,5.0,1,60.0,200.0,2,2
3939,4,3,0,0,305,3,45,30.0,60.0,20,1500,0,3,47.5,0,1200.0,0,52,0,1,61,1,5,2,8.0,0,60.0,150.0,13,0
3940,4,3,0,0,18,3,45,30.0,60.0,20,135,0,2,11.0,0,90.0,0,73,0,17,15,1,3,2,7.5,13,60.0,200.0,12,2
3941,4,3,0,0,370,89,29,29.0,29.0,20,480,0,1,38.0,0,175.0,0,35,0,17,15,6,7,2,5.0,10,70.0,200.0,2,1
3942,4,3,4,0,1060,129,2,2.0,2.0,20,220,0,2,17.0,0,150.0,0,36,0,17,15,3,3,2,6.0,10,70.0,200.0,9,3
